word,Frequency,class_label
smu,"	1",0
sn,"	1",0
snIqAAAAMAAJ,"	1",0
snacks,"	1",0
snail,"	1",0
snapchat,"	1",0
so,"	48",0
social,"	142",0
socialised,"	1",0
socialist,"	1",0
socialite,"	1",0
socializing,"	1",0
socially,"	8",0
socialpractices,"	1",0
societal,"	3",0
societies,"	2",0
society,"	30",0
socio,"	2",0
sociological,"	2",0
sociology,"	9",0
sociopolitical,"	1",0
soda,"	2",0
soft,"	3",0
software,"	10",0
sohet,"	1",0
soil,"	1",0
soiled,"	1",0
sold,"	10",0
soldered,"	1",0
solely,"	1",0
solemn,"	2",0
solid,"	1",0
solidarity,"	1",0
solidified,"	1",0
solo,"	6",0
soloists,"	4",0
soluble,"	1",0
solution,"	8",0
solutions,"	6",0
solve,"	1",0
solving,"	11",0
some,"	109",0
somebody,"	1",0
somehow,"	2",0
someone,"	4",0
something,"	25",0
sometime,"	1",0
sometimes,"	20",0
somewhat,"	5",0
somewhere,"	1",0
son,"	6",0
sonar,"	1",0
song,"	4",0
songs,"	2",0
songwriting,"	1",0
sonic,"	1",0
soon,"	1",0
sophisticated,"	2",0
sophistication,"	2",0
sorbonne,"	1",0
sorry,"	1",0
sort,"	5",0
sortable,"	1",0
sorted,"	1",0
sorting,"	2",0
sorts,"	2",0
sos,"	1",0
sosnowska,"	1",0
sot,"	1",0
sought,"	8",0
soul,"	4",0
sound,"	15",0
soundonsound,"	1",0
soundproofed,"	1",0
sounds,"	1",0
source,"	23",0
sources,"	6",0
sourcing,"	1",0
south,"	3",0
southaven,"	1",0
southeast,"	1",0
southern,"	2",0
sovereign,"	1",0
sovereignty,"	1",0
space,"	27",0
spacecraft,"	2",0
spaced,"	2",0
spaces,"	10",0
spacing,"	1",0
span,"	3",0
spanish,"	11",0
spanning,"	1",0
spare,"	1",0
sparknews,"	1",0
sparse,"	1",0
spawned,"	1",0
spawning,"	1",0
speak,"	3",0
speakers,"	3",0
speaking,"	6",0
speaks,"	2",0
spears,"	1",0
special,"	14",0
specialised,"	1",0
specialises,"	1",0
specialising,"	1",0
specialism,"	1",0
specialist,"	4",0
specialities,"	1",0
specialize,"	1",0
specialized,"	6",0
specializing,"	1",0
specially,"	2",0
specialty,"	3",0
species,"	3",0
specific,"	32",0
specifically,"	8",0
specification,"	3",0
specifications,"	2",0
specified,"	2",0
specifying,"	2",0
specimens,"	1",0
spectacle,"	1",0
spectacular,"	3",0
spectator,"	1",0
spectators,"	2",0
spectrum,"	2",0
speculations,"	1",0
speculative,"	1",0
speech,"	3",0
speed,"	2",0
spello,"	1",0
spending,"	1",0
spent,"	7",0
sphere,"	2",0
spherical,"	1",0
spiderwebs,"	1",0
spied,"	1",0
spiegel,"	1",0
spike,"	1",0
spikes,"	1",0
spin,"	1",0
spine,"	1",0
spiral,"	2",0
spirals,"	1",0
spirit,"	8",0
spirits,"	4",0
spiritstorelimerick,"	1",0
spiritual,"	7",0
spirituality,"	3",0
spiritually,"	1",0
spite,"	1",0
spits,"	1",0
spitted,"	1",0
splashbacks,"	1",0
splendid,"	1",0
spoke,"	2",0
spoken,"	2",0
sponsor,"	4",0
sponsored,"	3",0
sponsors,"	2",0
sponsorship,"	2",0
spontaneous,"	2",0
sport,"	2",0
sporting,"	2",0
sports,"	5",0
sportswriter,"	1",0
spot,"	1",0
spotlight,"	1",0
spotlighted,"	1",0
spots,"	2",0
spotty,"	1",0
spray,"	1",0
spread,"	9",0
spring,"	3",0
springer,"	4",0
springerlink,"	2",0
sprinkle,"	1",0
sprojects,"	1",0
sq,"	3",0
squad,"	1",0
square,"	9",0
squares,"	1",0
squiggle,"	1",0
sseldorf,"	1",0
stability,"	1",0
stable,"	9",0
stack,"	1",0
stadia,"	1",0
stadium,"	1",0
staff,"	8",0
stage,"	12",0
stagecraft,"	1",0
staged,"	1",0
stages,"	6",0
staging,"	1",0
staircase,"	1",0
stairway,"	1",0
stake,"	12",0
stakes,"	4",0
stal,"	1",0
stamp,"	2",0
stamps,"	2",0
stance,"	1",0
stand,"	1",0
standalone,"	1",0
standard,"	3",0
standardized,"	1",0
standards,"	5",0
standing,"	2",0
stands,"	3",0
stanford,"	3",0
star,"	8",0
starfruit,"	1",0
stark,"	1",0
starred,"	3",0
stars,"	1",0
starship,"	1",0
start,"	4",0
started,"	12",0
starting,"	5",0
starts,"	2",0
state,"	21",0
stated,"	5",0
statement,"	2",0
statements,"	2",0
states,"	6",0
statesman,"	2",0
stating,"	3",0
station,"	3",0
stations,"	2",0
statistical,"	1",0
statistically,"	1",0
statistics,"	1",0
statua,"	1",0
statue,"	2",0
statues,"	3",0
status,"	26",0
stav,"	1",0
stayed,"	1",0
staying,"	1",0
stays,"	2",0
steadily,"	2",0
steals,"	1",0
steam,"	1",0
steel,"	15",0
steels,"	1",0
steinberg,"	2",0
steiner,"	1",0
stem,"	2",0
stemming,"	1",0
stencil,"	1",0
stendhalsyndrome,"	1",0
step,"	5",0
steps,"	1",0
stereo,"	1",0
stereotype,"	1",0
stereotypes,"	2",0
sthash,"	1",0
stick,"	3",0
sticker,"	1",0
sticking,"	1",0
stileve,"	2",0
still,"	31",0
stimulate,"	1",0
stimulated,"	2",0
stimulates,"	1",0
stimulating,"	1",0
stinkbomb,"	1",0
stippling,"	1",0
stipulated,"	1",0
stm,"	1",0
stock,"	5",0
stolen,"	2",0
stone,"	8",0
stoneagegamer,"	1",0
stood,"	1",0
stop,"	3",0
stopped,"	3",0
stopping,"	1",0
stops,"	1",0
store,"	3",0
stored,"	2",0
storefronts,"	1",0
stores,"	2",0
storico,"	1",0
stories,"	18",0
story,"	20",0
storys,"	1",0
storytelling,"	4",0
stra,"	1",0
straight,"	2",0
strands,"	1",0
strapped,"	1",0
strategic,"	1",0
strategies,"	4",0
strategy,"	1",0
stratification,"	1",0
straw,"	1",0
stream,"	1",0
street,"	33",0
streetart,"	8",0
streets,"	6",0
strength,"	3",0
strengthen,"	1",0
strengthened,"	1",0
stress,"	2",0
stretching,"	1",0
strict,"	3",0
strictly,"	3",0
strike,"	1",0
striking,"	2",0
strip,"	2",0
stripes,"	2",0
stripped,"	1",0
strips,"	1",0
strives,"	1",0
stroke,"	1",0
strokes,"	1",0
strong,"	4",0
strongly,"	2",0
structural,"	5",0
structuralists,"	1",0
structurally,"	1",0
structure,"	17",0
structured,"	1",0
structures,"	6",0
structurist,"	1",0
struggle,"	1",0
struggling,"	1",0
stub,"	11",0
stuck,"	2",0
student,"	5",0
students,"	37",0
studere,"	1",0
studied,"	4",0
studies,"	29",0
studio,"	89",0
studios,"	18",0
studium,"	1",0
study,"	40",0
studying,"	5",0
stuff,"	4",0
stultifies,"	1",0
stun,"	1",0
stunning,"	1",0
stupidity,"	1",0
style,"	42",0
styled,"	1",0
stylemap,"	1",0
styles,"	14",0
stylistic,"	3",0
stylizations,"	1",0
stylized,"	5",0
stylus,"	2",0
sub,"	13",0
subFunction,"	1",0
subcategories,"	1",0
subconsciously,"	1",0
subcultures,"	2",0
subgenres,"	1",0
subject,"	26",0
subject991,"	1",0
subjected,"	1",0
subjective,"	7",0
subjectively,"	1",0
subjectivity,"	1",0
subjectlink,"	1",0
subjects,"	19",0
sublimation,"	2",0
sublime,"	2",0
sublimity,"	1",0
submerged,"	1",0
submission,"	1",0
submissionS,"	1",0
submissions,"	3",0
submit,"	2",0
submitted,"	3",0
submitting,"	2",0
subscription,"	1",0
subsequent,"	4",0
subset,"	1",0
subsidiaries,"	1",0
subsidies,"	4",0
subsidize,"	1",0
subsidized,"	2",0
subsidy,"	1",0
substance,"	2",0
substantial,"	1",0
substantially,"	1",0
substitute,"	1",0
substituting,"	1",0
substrate,"	1",0
subtitles,"	1",0
subtle,"	1",0
subtly,"	2",0
subtopics,"	1",0
suburb,"	1",0
suburban,"	1",0
subversion,"	2",0
subversive,"	1",0
subvert,"	1",0
subway,"	2",0
succeeded,"	1",0
success,"	5",0
successful,"	13",0
successfully,"	2",0
succession,"	1",0
successor,"	1",0
successors,"	2",0
such,"	208",0
sufferer,"	1",0
suffering,"	1",0
sufferings,"	1",0
sufficiently,"	1",0
suggest,"	3",0
suggested,"	1",0
suggestion,"	1",0
suggestions,"	1",0
suggestive,"	1",0
suggests,"	4",0
suiseki,"	3",0
suitable,"	2",0
suite,"	1",0
suited,"	1",0
suksessh,"	1",0
sul,"	2",0
sulejmani,"	1",0
sultan,"	5",0
sultans,"	1",0
sum,"	4",0
sumi,"	1",0
summaries,"	1",0
summarized,"	1",0
summarizes,"	1",0
summary,"	7",0
summer,"	2",0
summit,"	1",0
summits,"	2",0
sums,"	5",0
sun,"	2",0
sundance,"	2",0
sung,"	1",0
sup,"	5",0
superior,"	3",0
superiority,"	1",0
superlative,"	1",0
superluminal,"	1",0
supernatural,"	2",0
supersede,"	1",0
superstar,"	2",0
superstars,"	1",0
superstition,"	2",0
supervisory,"	2",0
suplementos,"	4",0
supplemented,"	1",0
supply,"	5",0
support,"	26",0
supported,"	6",0
supporters,"	2",0
supporting,"	3",0
supports,"	2",0
supposed,"	2",0
supposedly,"	4",0
supreme,"	1",0
sur,"	1",0
sure,"	1",0
surface,"	24",0
surfaces,"	3",0
surgeon,"	1",0
surgical,"	1",0
surname,"	1",0
surplus,"	1",0
surprisingly,"	1",0
surrealism,"	1",0
surrealist,"	3",0
surrealistic,"	1",0
surround,"	1",0
surrounded,"	2",0
surrounding,"	5",0
survey,"	2",0
surveyed,"	1",0
surveys,"	1",0
survival,"	2",0
survive,"	1",0
survived,"	5",0
susceptible,"	1",0
suspected,"	1",0
suspended,"	2",0
suspense,"	1",0
suspension,"	1",0
suspicions,"	1",0
suspicious,"	1",0
sustainability,"	2",0
sustained,"	1",0
svg,"	3",0
sway,"	1",0
swift,"	1",0
swiftly,"	1",0
swimming,"	3",0
swoon,"	2",0
sword,"	4",0
sydneyartschool,"	1",0
syllable,"	2",0
symbol,"	7",0
symbolic,"	6",0
symbolique,"	1",0
symbolism,"	2",0
symbolizes,"	1",0
symbols,"	5",0
symmetry,"	1",0
symposium,"	1",0
symptom,"	1",0
synchronized,"	2",0
syndrome,"	7",0
synergy,"	1",0
synonym,"	3",0
synonymous,"	2",0
synthesis,"	1",0
synthetic,"	1",0
system,"	43",0
systematic,"	3",0
systems,"	18",0
sz,"	3",0
t,"	18",0
t11804,"	1",0
t2,"	1",0
tabid,"	1",0
table,"	4",0
tables,"	4",0
tackle,"	1",0
tactic,"	2",0
tag,"	6",0
tags,"	1",0
taht,"	1",0
tail,"	2",0
tailor,"	2",0
tains,"	4",0
taka,"	1",0
take,"	16",0
taken,"	18",0
takes,"	12",0
taking,"	5",0
talant,"	1",0
tale,"	10",0
talent,"	20",0
talented,"	3",0
talents,"	3",0
tales,"	4",0
talk,"	1",0
talking,"	1",0
talks,"	1",0
tall,"	1",0
tamara,"	1",0
tamuseum,"	1",0
tandem,"	1",0
tandfonline,"	1",0
tangible,"	7",0
tank,"	1",0
tap,"	1",0
tape,"	11",0
taped,"	1",0
taps,"	1",0
tar,"	3",0
tare,"	3",0
tariff,"	2",0
tariffs,"	1",0
task,"	4",0
tasks,"	1",0
taste,"	12",0
tastes,"	3",0
tate,"	13",0
tateconceptual,"	2",0
tattoo,"	1",0
taught,"	3",0
tax,"	3",0
taxes,"	2",0
te,"	4",0
tea,"	1",0
teach,"	2",0
teacher,"	1",0
teachers,"	2",0
teaching,"	4",0
teachings,"	1",0
team,"	13",0
teams,"	1",0
tear,"	2",0
teatr,"	1",0
teatrikombetar,"	2",0
teatrioda,"	2",0
teatrit,"	2",0
techcrunch,"	1",0
techland,"	1",0
techn,"	1",0
techne,"	3",0
technic,"	1",0
technical,"	13",0
technically,"	2",0
technician,"	1",0
technicians,"	2",0
technicus,"	1",0
technique,"	25",0
techniques,"	18",0
technological,"	3",0
technologies,"	6",0
technology,"	13",0
tecnica,"	2",0
tecnique,"	1",0
teddy,"	1",0
tedious,"	1",0
teeth,"	1",0
tei,"	1",0
teip,"	1",0
teksteve,"	2",0
tekton,"	1",0
teleological,"	2",0
teleology,"	2",0
television,"	14",0
tell,"	3",0
telling,"	1",0
tells,"	2",0
tempera,"	2",0
temperature,"	1",0
template,"	1",0
temple,"	3",0
temples,"	4",0
tempo,"	1",0
temporality,"	2",0
temporary,"	1",0
temptation,"	1",0
tempted,"	1",0
ten,"	3",0
tend,"	10",0
tended,"	3",0
tendencies,"	2",0
tendency,"	1",0
tends,"	1",0
teney,"	1",0
tenour,"	1",0
tentative,"	1",0
term,"	102",0
termed,"	1",0
terminal,"	2",0
terminating,"	1",0
terminology,"	2",0
terms,"	25",0
terrace,"	2",0
terracotta,"	1",0
terrain,"	2",0
terrible,"	1",0
terrifying,"	1",0
territory,"	3",0
terror,"	1",0
terrorist,"	1",0
tertiary,"	1",0
tessera,"	1",0
test,"	2",0
testified,"	1",0
testimonials,"	1",0
testimony,"	1",0
testing,"	1",0
tests,"	1",0
text,"	17",0
textile,"	1",0
textiles,"	3",0
texts,"	1",0
texture,"	6",0
textures,"	1",0
thamesandhudson,"	1",0
than,"	106",0
thank,"	1",0
thanks,"	1",0
that,"	508",0
thats,"	2",0
the,"	4343",0
theaileyschool,"	1",0
theartlawblog,"	1",0
theartnewspaper,"	2",0
theasthai,"	1",0
theater,"	44",0
theaters,"	4",0
theatre,"	40",0
theatres,"	4",0
theatrical,"	4",0
theatricam,"	1",0
theatron,"	1",0
theclotheswhisperer,"	1",0
theclutch,"	1",0
thecoolist,"	1",0
thefreelibrary,"	2",0
theft,"	3",0
thegalleriesatmoore,"	1",0
theguardian,"	1",0
thehindu,"	1",0
their,"	199",0
thelosangelespost,"	1",0
them,"	45",0
thematic,"	2",0
theme,"	13",0
themed,"	2",0
themes,"	17",0
themselves,"	12",0
themysteryplace,"	1",0
then,"	46",0
theneonhive,"	1",0
thenextweb,"	1",0
theology,"	1",0
theoretical,"	3",0
theoreticians,"	1",0
theories,"	5",0
theorist,"	3",0
theorists,"	4",0
theorization,"	1",0
theory,"	35",0
therapists,"	1",0
therapy,"	3",0
there,"	75",0
thereby,"	1",0
therefore,"	11",0
theres,"	6",0
thesaatchigallery,"	1",0
these,"	70",0
thesis,"	2",0
they,"	104",0
thick,"	2",0
thicker,"	1",0
thief,"	1",0
thieves,"	1",0
thin,"	3",0
thing,"	8",0
things,"	14",0
think,"	4",0
thinkers,"	2",0
thinking,"	7",0
third,"	5",0
thirds,"	1",0
thirteeen,"	2",0
thirty,"	2",0
this,"	182",0
thomass,"	1",0
those,"	44",0
though,"	25",0
thought,"	16",0
thoughts,"	3",0
thousand,"	6",0
thousands,"	5",0
thread,"	1",0
threaded,"	1",0
threat,"	1",0
threaten,"	1",0
threatened,"	2",0
three,"	35",0
threw,"	3",0
thrifty,"	1",0
through,"	74",0
throughout,"	10",0
throw,"	1",0
throwing,"	2",0
thruster,"	1",0
thumb,"	132",0
thumbFile,"	1",0
thumbId,"	1",0
thumbnail,"	1",0
thumbnails,"	1",0
thunderbolt,"	1",0
thus,"	21",0
tickets,"	1",0
tied,"	1",0
tien,"	1",0
tier,"	1",0
ties,"	2",0
tikadance,"	1",0
tile,"	4",0
tiles,"	6",0
till,"	2",0
timbre,"	1",0
time,"	77",0
timeline,"	1",0
times,"	20",0
timetable,"	2",0
tin,"	2",0
tiny,"	1",0
tip,"	1",0
tips,"	1",0
tires,"	2",0
title,"	392",0
title2,"	1",0
titled,"	2",0
titles,"	1",0
titular,"	1",0
tmCond,"	1",0
tmagazine,"	3",0
tmpl,"	1",0
to,"	1489",0
tobacco,"	2",0
toc,"	4",0
tockey,"	1",0
today,"	14",0
todays,"	1",0
together,"	30",0
told,"	2",0
tolerance,"	2",0
tolerated,"	1",0
tomb,"	1",0
tombs,"	3",0
tone,"	2",0
toners,"	1",0
tonet,"	2",0
tongue,"	1",0
too,"	7",0
took,"	15",0
tool,"	14",0
tools,"	16",0
top,"	17",0
topic,"	8",0
topicid,"	4",0
topics,"	7",0
topper,"	1",0
topsy,"	1",0
toren,"	1",0
tormentors,"	1",0
torn,"	1",0
toronto,"	1",0
torontomuralists,"	1",0
torso,"	1",0
tortured,"	1",0
tortures,"	1",0
total,"	7",0
totalitarian,"	3",0
touched,"	1",0
tour,"	3",0
tourism,"	6",0
tourist,"	2",0
tourists,"	2",0
tours,"	1",0
tovalue,"	1",0
toward,"	6",0
towards,"	6",0
towers,"	1",0
town,"	7",0
towncarolina,"	3",0
towns,"	1",0
trabajo,"	1",0
trace,"	2",0
traced,"	5",0
traces,"	1",0
tracing,"	1",0
track,"	2",0
trade,"	23",0
traded,"	4",0
tradesman,"	1",0
trading,"	2",0
tradition,"	25",0
traditional,"	45",0
traditionally,"	9",0
traditions,"	13",0
trafficker,"	1",0
trafficking,"	4",0
tragedy,"	3",0
trained,"	3",0
training,"	6",0
trains,"	2",0
traits,"	2",0
trance,"	1",0
trans,"	10",0
transaction,"	1",0
transactions,"	3",0
transcend,"	2",0
transcended,"	1",0
transcending,"	1",0
transcends,"	1",0
transcription,"	1",0
transfer,"	4",0
transferred,"	6",0
transferring,"	2",0
transfers,"	1",0
transform,"	2",0
transforma,"	2",0
transformation,"	2",0
transformed,"	3",0
transformer,"	1",0
transforms,"	3",0
transitive,"	1",0
translate,"	2",0
translated,"	5",0
translates,"	1",0
translating,"	1",0
translation,"	4",0
translator,"	1",0
transmission,"	1",0
transmit,"	1",0
transmitted,"	2",0
transmitting,"	1",0
transparent,"	2",0
transport,"	1",0
transported,"	2",0
transversal,"	1",0
trap,"	1",0
trash,"	2",0
travel,"	7",0
traveled,"	2",0
travelers,"	1",0
traveling,"	1",0
travelling,"	2",0
trayner,"	1",0
tre,"	1",0
treasure,"	1",0
treated,"	2",0
treaties,"	1",0
treating,"	2",0
treatment,"	5",0
treats,"	1",0
tree,"	9",0
trek,"	2",0
trend,"	7",0
trendhunter,"	1",0
trends,"	6",0
trial,"	1",0
triangle,"	2",0
tribal,"	17",0
tribe,"	3",0
tribes,"	4",0
tribesmen,"	2",0
trick,"	1",0
tricks,"	2",0
tricolon,"	1",0
tried,"	5",0
tries,"	1",0
trigger,"	1",0
trinshaye,"	1",0
trip,"	1",0
tripod,"	1",0
triumph,"	2",0
trivial,"	1",0
trompe,"	4",0
tropes,"	2",0
trophy,"	1",0
troppo,"	1",0
trosman,"	3",0
troubles,"	1",0
troublesome,"	1",0
trough,"	1",0
troupe,"	5",0
trovatore,"	1",0
trtalbanian,"	1",0
trtworld,"	1",0
trucks,"	1",0
TRUE,"	10",0
truly,"	1",0
truth,"	9",0
truths,"	1",0
trx,"	2",0
try,"	1",0
trying,"	2",0
tsvetut,"	1",0
tten,"	2",0
ttliche,"	1",0
ttner,"	1",0
tugging,"	1",0
tumblr,"	1",0
tumuli,"	1",0
tumulus,"	1",0
tuned,"	1",0
turban,"	1",0
turm,"	1",0
turn,"	6",0
turned,"	3",0
turnerprize,"	1",0
turvy,"	1",0
tv,"	3",0
tvn,"	1",0
tvtropes,"	1",0
tw,"	1",0
tweed,"	1",0
twelve,"	6",0
twentieth,"	8",0
twenty,"	1",0
twice,"	1",0
twitter,"	2",0
two,"	58",0
type,"	21",0
types,"	12",0
typewriter,"	1",0
typical,"	7",0
typically,"	16",0
typographical,"	1",0
typography,"	1",0
u,"	4",0
uBqWPdlncVsC,"	1",0
ua,"	9",0
uaa,"	1",0
ubc,"	2",0
uchicago,"	1",0
ucl,"	1",0
ucla,"	2",0
ucp,"	1",0
ucsb,"	1",0
uczestnicy,"	1",0
ud,"	1",0
udi,"	1",0
uel,"	1",0
ugcunion,"	1",0
ugrad,"	1",0
uid,"	6",0
uiowa,"	1",0
uis,"	3",0
uk,"	50",0
ukadia,"	1",0
ukraina,"	1",0
uli,"	1",0
ulst,"	1",0
ultimate,"	2",0
umbrella,"	3",0
un,"	6",0
una,"	1",0
unable,"	2",0
unacknowledged,"	1",0
unackowledged,"	1",0
unafraid,"	1",0
unam,"	1",0
unapprehended,"	1",0
unattainability,"	1",0
unavoidable,"	2",0
unb,"	1",0
unbecoming,"	1",0
unbuilt,"	1",0
uncertainty,"	2",0
unclear,"	1",0
uncomplimentary,"	1",0
unconcern,"	1",0
unconscious,"	1",0
unconsciously,"	1",0
uncontested,"	2",0
unconventional,"	1",0
unconvincing,"	1",0
und,"	5",0
undead,"	5",0
undebated,"	1",0
undeniably,"	1",0
under,"	34",0
undergraduate,"	5",0
underlaying,"	1",0
underlies,"	1",0
underlined,"	1",0
underlying,"	2",0
undermine,"	2",0
underpinned,"	2",0
underrepresentation,"	1",0
understand,"	3",0
understanding,"	12",0
understands,"	1",0
understood,"	11",0
understructure,"	2",0
unemployment,"	2",0
unequal,"	1",0
unfinished,"	1",0
unfriendly,"	1",0
uniarts,"	1",0
unification,"	1",0
unifying,"	1",0
unintended,"	1",0
unintentional,"	1",0
unintentionally,"	1",0
uninterrupted,"	1",0
unique,"	24",0
uniquely,"	2",0
uniqueness,"	2",0
unisex,"	1",0
unit,"	1",0
united,"	1",0
unity,"	1",0
universal,"	11",0
universalizes,"	1",0
universally,"	2",0
universe,"	3",0
universitare,"	1",0
universitarian,"	1",0
universities,"	12",0
university,"	19",0
unknown,"	11",0
unlawful,"	1",0
unless,"	1",0
unlike,"	2",0
unlimited,"	1",0
unm,"	1",0
unmotivated,"	1",0
unnecessarily,"	1",0
unnecessary,"	2",0
unofficially,"	1",0
unoriginal,"	1",0
unperturbed,"	1",0
unpopular,"	1",0
unprecedented,"	1",0
unpredicted,"	1",0
unqualified,"	1",0
unrecognized,"	1",0
unreferenced,"	2",0
unrest,"	2",0
unseemly,"	2",0
unseen,"	1",0
unsortable,"	2",0
unspoiled,"	1",0
unsuccessful,"	2",0
unt,"	1",0
until,"	22",0
unurth,"	1",0
unused,"	1",0
unusual,"	1",0
unveil,"	1",0
unwanted,"	1",0
unwilling,"	1",0
up,"	42",0
upbringing,"	1",0
upcycling,"	1",0
updated,"	3",0
updating,"	1",0
upenn,"	2",0
upfront,"	1",0
uploaded,"	1",0
uploads,"	3",0
upon,"	17",0
upper,"	7",0
upright,"	15",0
uproar,"	1",0
upset,"	1",0
upstarts,"	1",0
upward,"	1",0
urban,"	18",0
urbanghostsmedia,"	1",0
urbanismarchitecture,"	1",0
urbanist,"	1",0
urbanitaly,"	1",0
ure,"	1",0
urinal,"	3",0
urine,"	1",0
url,"	324",0
urlVersion,"	2",0
us,"	13",0
usa,"	1",0
usable,"	1",0
usage,"	14",0
usask,"	1",0
use,"	67",0
used,"	128",0
useful,"	12",0
usembassy,"	1",0
user,"	15",0
userid,"	2",0
users,"	1",0
uses,"	23",0
using,"	47",0
usitc,"	1",0
usual,"	2",0
usually,"	38",0
usury,"	1",0
utilitarian,"	2",0
utility,"	3",0
utilization,"	1",0
utilized,"	1",0
utilizes,"	1",0
utilizing,"	1",0
utm,"	1",0
utopia,"	2",0
utopian,"	1",0
utterance,"	1",0
uvaBook,"	1",0
v,"	18",0
v37,"	1",0
vDErGQAACAAJ,"	1",0
vDdZNwTmEqUC,"	1",0
vJRO9xgy2mgv7eMT,"	1",0
vacuum,"	1",0
vague,"	1",0
vaguely,"	1",0
vain,"	1",0
val,"	1",0
valerie,"	1",0
valid,"	3",0
validation,"	1",0
valmusso,"	4",0
valuable,"	2",0
value,"	41",0
valued,"	3",0
values,"	13",0
vampire,"	7",0
vampires,"	2",0
vampiric,"	1",0
van,"	17",0
vancouver,"	1",0
vandalism,"	4",0
vanished,"	1",0
vanityfair,"	1",0
vans,"	2",0
vapor,"	1",0
var,"	2",0
variable,"	1",0
variant,"	2",0
variation,"	1",0
variations,"	3",0
varied,"	1",0
varies,"	2",0
varieties,"	1",0
variety,"	14",0
various,"	24",0
variously,"	1",0
varje,"	1",0
varnish,"	1",0
vary,"	6",0
varying,"	2",0
vcu,"	4",0
ve,"	5",0
ved,"	2",0
vegetal,"	1",0
vehicle,"	7",0
vehicles,"	3",0
venationem,"	1",0
venatoria,"	2",0
veneration,"	2",0
venice,"	2",0
venue,"	5",0
venues,"	1",0
veprat,"	2",0
ver,"	10",0
veracity,"	1",0
verb,"	2",0
verbal,"	6",0
verbatim,"	2",0
verbs,"	1",0
versa,"	1",0
versailles,"	1",0
versatile,"	1",0
versatility,"	1",0
verses,"	1",0
version,"	9",0
versions,"	3",0
versus,"	5",0
vertical,"	2",0
very,"	37",0
vessel,"	1",0
vessels,"	1",0
vest,"	1",0
vestiaria,"	2",0
vestige,"	1",0
vestiges,"	1",0
vet,"	1",0
vezzo,"	1",0
vgBSm,"	1",0
vgorode,"	1",0
vi,"	1",0
via,"	8",0
viafarini,"	1",0
vibrant,"	1",0
vice,"	3",0
victoriabc,"	1",0
victoriansecrets,"	1",0
victories,"	1",0
victorious,"	1",0
video,"	50",0
videohosting,"	2",0
videos,"	3",0
view,"	31",0
viewable,"	1",0
viewed,"	4",0
viewer,"	6",0
viewers,"	7",0
viewing,"	2",0
viewpoint,"	3",0
views,"	9",0
vigorous,"	1",0
